Strategy,QoS_Fitness,Energy_Fitness,Quality,Cost,Time,Energy_Raw,Run_Time,HV
MOPSO-505,0.313076909872439,0.505293924226493,0.868953027014321,5331.8393522628,490.910387975074,695.122479589771,17.8551125,0.659257259950862
MOPSO-505,0.35427556225663,0.421536083120184,0.835916711706972,5278.35865407297,479.939080775492,579.898536843911,17.8551125,0.659257259950862
MOPSO-505,0.303183714102531,0.510159854592565,0.867469221048629,5407.16144608017,477.107533248186,701.816440113347,17.8551125,0.659257259950862
MOPSO-505,0.384662154550455,0.394738222788272,0.84304181347173,5309.35265145323,526.815916817065,543.033270454385,17.8551125,0.659257259950862
MOPSO-505,0.550513184448685,0.264894765259386,0.81708386827341,5163.9932949256,669.479750069995,364.410291177216,17.8551125,0.659257259950862
MOPSO-505,0.438328139379466,0.371284679433051,0.808195696056871,5180.27699709714,526.815916817065,510.768712282219,17.8551125,0.659257259950862
MOPSO-505,0.382164003312389,0.396721543171807,0.844663900006415,5323.41597885179,526.815916817065,545.761683595181,17.8551125,0.659257259950862
MOPSO-505,0.444739833174922,0.364035633035878,0.801993573321669,5206.39081334491,523.256956506216,500.796347951938,17.8551125,0.659257259950862
MOPSO-505,0.56648787367701,0.258265265713697,0.806711266367572,5118.37534732601,669.479750069995,355.290224733328,17.8551125,0.659257259950862
MOPSO-505,0.52422168447713,0.27176657954352,0.834155327931527,5244.92700922018,669.479750069995,373.863705032885,17.8551125,0.659257259950862
MOPSO-505,0.557693257243586,0.260215637850983,0.81242174084846,5156.42904663227,669.479750069995,357.973311648075,17.8551125,0.659257259950862
MOPSO-505,0.38664530232541,0.389172341624066,0.83971521114483,5251.35456132006,523.256956506216,535.376401985429,17.8551125,0.659257259950862
MOPSO-505,0.518839224460688,0.271770841285286,0.837650238801259,5210.92985208589,669.479750069995,373.869567823553,17.8551125,0.659257259950862
MOPSO-505,0.454392620913032,0.361626381318027,0.795725875524365,5177.21438891739,523.256956506216,497.481989817448,17.8551125,0.659257259950862
MOPSO-505,0.46731521088931,0.319134083720629,0.871105542608941,5366.42620436458,669.479750069995,439.026208235301,17.8551125,0.659257259950862
MOPSO-505,0.327290653399883,0.470245112531654,0.856040091182071,5342.87072740105,484.48035504263,646.906548774281,17.8551125,0.659257259950862
MOPSO-505,0.275332528639626,0.58060953563892,0.867627402018948,5380.45119420268,445.817392471269,798.732620236066,17.8551125,0.659257259950862
MOPSO-505,0.497609389909438,0.288035722648231,0.851435084263947,5321.70130699602,669.479750069995,396.244831251767,17.8551125,0.659257259950862
MOPSO-505,0.360628039815065,0.419885275766221,0.858647519519984,5375.4983679774,526.815916817065,577.627555052535,17.8551125,0.659257259950862
MOPSO-505,0.351016675269933,0.423517881770687,0.853931591286722,5351.8317255517,507.690763544716,582.624856567811,17.8551125,0.659257259950862
MOPSO-505,0.331207772814768,0.450373064459501,0.875711618714216,5425.75758857952,523.256956506216,619.568980147095,17.8551125,0.659257259950862
MOPSO-505,0.339441292379529,0.440691704426122,0.850952654651457,5308.04082155879,489.3715597202,606.250531874625,17.8551125,0.659257259950862
