Row,Data_MOPSO,Data_MOEAD,Data_FSGS,Data_ESGS_Forward,Data_MEOS,Data_EOS,Data_TCHS
0~0.2,0.403773296263965,0.31923284367063,0.323960243738599,0.339351445844861,0.333734829256277,0.265166008651317,0.305166577215959
0.2~0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4~0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6~0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8~1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
total,0.403773296263965,0.31923284367063,0.323960243738599,0.339351445844861,0.333734829256277,0.265166008651317,0.305166577215959
