Strategy,QoS_Fitness,Energy_Fitness,Quality,Cost,Time,Energy_Raw,Run_Time,HV
MOPSO-010,0.0761003430532522,0.370206570368584,0.670954358757521,7084.75444510461,1170.07006334426,737.306890939032,26.4872991,0.832915754229971
MOPSO-010,0.0998110994159457,0.334497426355777,0.687648525247858,7172.40255132699,1170.07006334426,666.188223531364,26.4872991,0.832915754229971
MOPSO-010,0.110952160577301,0.319170075477635,0.699052077274593,7213.58609255038,1170.07006334426,635.662127219667,26.4872991,0.832915754229971
MOPSO-010,0.0530232414541246,0.462557864631736,0.652606569407034,6999.44867833254,1170.07006334426,921.234598055541,26.4872991,0.832915754229971
MOPSO-010,0.101598407523892,0.332951716586295,0.694902261778993,7179.00943338934,1170.07006334426,663.109773402032,26.4872991,0.832915754229971
MOPSO-010,0.107149176341975,0.325049105211279,0.697899530716329,7199.52815356601,1170.07006334426,647.370858186638,26.4872991,0.832915754229971
MOPSO-010,0.0578042854694131,0.417020069247888,0.654939384225542,7017.12206872532,1170.07006334426,830.541096043261,26.4872991,0.832915754229971
MOPSO-010,0.142934454137369,0.300397338823164,0.721099287887459,7331.8103879001,1171.55562609237,598.274168158474,26.4872991,0.832915754229971
MOPSO-010,0.111113310051752,0.317504813219859,0.700655658634223,7214.18179038634,1170.07006334426,632.345575229093,26.4872991,0.832915754229971
MOPSO-010,0.114582166383872,0.316212714211573,0.699293218294034,7227.00460732297,1170.07006334426,629.772218679435,26.4872991,0.832915754229971
MOPSO-010,0.0881565508888716,0.352280177607976,0.682357910784255,7129.32087600422,1170.07006334426,701.604518344951,26.4872991,0.832915754229971
MOPSO-010,0.0990571022161335,0.335431205980467,0.689252106607488,7169.61535948673,1170.07006334426,668.047947823174,26.4872991,0.832915754229971
MOPSO-010,0.105562541233669,0.325407424594875,0.697658389696887,7193.66307020968,1170.07006334426,648.084490444486,26.4872991,0.832915754229971
MOPSO-010,0.0860746384029075,0.358890689974707,0.677998201506732,7121.62497276418,1170.07006334426,714.770077010686,26.4872991,0.832915754229971
MOPSO-010,0.0733504103165438,0.377461554917713,0.670422681669521,7074.58916851348,1170.07006334426,751.755986470759,26.4872991,0.832915754229971
