Strategy,QoS_Fitness,Energy_Fitness,Quality,Cost,Time,Energy_Raw,Run_Time,HV
MOPSO-055,0.274525070644873,0.474793668725457,0.728974777602854,4897.83194048811,477.02032977656,625.05370390226,20.5553246,0.686095748448623
MOPSO-055,0.439569178788204,0.404606970264917,0.75467111350318,4984.57658650145,637.198882588112,532.654713083368,20.5553246,0.686095748448623
MOPSO-055,0.183972446820544,0.628684476539769,0.70252458651712,4839.84732356858,391.438565719511,827.647010757131,20.5553246,0.686095748448623
MOPSO-055,0.39673942134265,0.428633865435843,0.733909141852427,4866.56836255763,616.780885850842,564.285505170746,20.5553246,0.686095748448623
MOPSO-055,0.514639536433227,0.325563437512511,0.777395455846195,5034.57387743324,707.721602265736,428.595926770908,20.5553246,0.686095748448623
MOPSO-055,0.203499851061642,0.570614879295327,0.723827944164622,4895.18554627291,400.407892978208,751.19987333176,20.5553246,0.686095748448623
MOPSO-055,0.49893853942708,0.350524728928151,0.747347442260849,4957.51486106337,707.721602265736,461.456827581595,20.5553246,0.686095748448623
MOPSO-055,0.346612143153732,0.462172604894984,0.770322777607367,4948.39473601369,544.175228286439,608.438396634998,20.5553246,0.686095748448623
MOPSO-055,0.433047997866391,0.411794689608085,0.743308140849334,4970.97448078916,633.123256448183,542.117161498312,20.5553246,0.686095748448623
MOPSO-055,0.152541482094118,0.763423771835147,0.686369078130755,4793.10052389851,367.628379317262,1005.02784191193,20.5553246,0.686095748448623
MOPSO-055,0.154003136483483,0.739271401368079,0.680177156430036,4778.16201382622,372.525395443921,973.231864810998,20.5553246,0.686095748448623
MOPSO-055,0.426593207386101,0.416712675322119,0.746514712365172,4939.29497629081,633.123256448183,548.591563725594,20.5553246,0.686095748448623
MOPSO-055,0.48976883576579,0.354869322795084,0.75150605380856,4982.55066110755,692.210406172826,467.176374128557,20.5553246,0.686095748448623
