Strategy,QoS_Fitness,Energy_Fitness,Quality,Cost,Time,Energy_Raw,Run_Time,HV
MOPSO-055,0.492520167227694,0.452847689735137,0.755020480149652,4985.45978132098,710.944806314715,570.945727289204,23.3532418,0.582032720805643
MOPSO-055,0.331712903144224,0.520743016593037,0.767142096549857,5059.33781532963,525.872703800522,656.547459728415,23.3532418,0.582032720805643
MOPSO-055,0.318249003440632,0.530720619474365,0.746615822421409,4995.16167326714,525.872703800522,669.127119209541,23.3532418,0.582032720805643
MOPSO-055,0.491916469867907,0.461454602895309,0.755757679518219,4982.582237045,710.944806314715,581.797235214139,23.3532418,0.582032720805643
MOPSO-055,0.52642456057452,0.443207454793147,0.750259091242656,4975.43955919649,748.741559965262,558.791417849286,23.3532418,0.582032720805643
MOPSO-055,0.208041098214017,0.598978309752362,0.740919561840317,4936.25609204298,423.158111892174,755.185715735993,23.3532418,0.582032720805643
MOPSO-055,0.405725995145311,0.518775110432476,0.73720074087622,4975.88164383397,621.944806314715,654.06634380457,23.3532418,0.582032720805643
MOPSO-055,0.196355787213466,0.611847298470933,0.706547611450788,4882.71226070066,422.683610347229,771.410804855248,23.3532418,0.582032720805643
MOPSO-055,0.412277685012912,0.490878535374886,0.773674409189041,5007.11049943666,621.944806314715,618.894627803437,23.3532418,0.582032720805643
MOPSO-055,0.301059171828011,0.584939013316174,0.713528956682741,4913.22574832057,525.872703800522,737.485114637473,23.3532418,0.582032720805643
MOPSO-055,0.481754041338034,0.484105148617702,0.740279989091802,4934.14267113981,710.944806314715,610.354811180868,23.3532418,0.582032720805643
MOPSO-055,0.411673987653125,0.499485448535058,0.774411608557608,5004.23295516068,621.944806314715,629.746135728372,23.3532418,0.582032720805643
MOPSO-055,0.406351740469077,0.511352584947679,0.746819145786095,4978.8642804903,621.944806314715,644.708099725377,23.3532418,0.582032720805643
MOPSO-055,0.312206760967849,0.574236033791035,0.747900907072269,4966.36111623344,525.872703800522,723.990907716122,23.3532418,0.582032720805643
MOPSO-055,0.176897425862031,0.682257782692224,0.71988245494073,4912.82636471032,395.625902634619,860.183621927634,23.3532418,0.582032720805643
MOPSO-055,0.179777498839652,0.67579380200808,0.725180873993234,4919.78193693083,397.117363865275,852.033901311745,23.3532418,0.582032720805643
MOPSO-055,0.491319316573052,0.483457021579621,0.738344127665417,4979.73588528011,710.944806314715,609.537659252039,23.3532418,0.582032720805643
MOPSO-055,0.186839544135588,0.651438899153815,0.701554658250422,4840.77636930113,421.92964065568,821.327489336189,23.3532418,0.582032720805643
MOPSO-055,0.525820863214733,0.451814367953319,0.750996290611223,4972.56201492051,748.741559965262,569.64292577422,23.3532418,0.582032720805643
MOPSO-055,0.187991678666734,0.649765885964021,0.703629795564075,4862.95960215046,418.253719371129,819.21817144838,23.3532418,0.582032720805643
MOPSO-055,0.298095187831274,0.588697484561966,0.745474376628742,4996.76800676114,504.363133812549,742.223756674444,23.3532418,0.582032720805643
MOPSO-055,0.223441624192515,0.594276205830213,0.760827169459984,4956.28488892707,434.91344030195,749.257351289238,23.3532418,0.582032720805643
MOPSO-055,0.17448647281986,0.689727220831442,0.711126113479645,4904.69434913729,394.885968876067,869.601013000848,23.3532418,0.582032720805643
MOPSO-055,0.30806273165957,0.577780262100187,0.744983091185556,4946.60845768324,525.872703800522,728.459434453734,23.3532418,0.582032720805643
MOPSO-055,0.197409380313671,0.609509012918392,0.699695691177234,4845.70796108572,431.938915042158,768.462718388943,23.3532418,0.582032720805643
MOPSO-055,0.17141339029292,0.69349078077856,0.72226305810652,4900.02927838062,392.687472889175,874.346070820313,23.3532418,0.582032720805643
MOPSO-055,0.181978498641475,0.669265503208635,0.696877992155495,4837.42571193067,417.56481993691,843.803089075096,23.3532418,0.582032720805643
MOPSO-055,0.16252013729004,0.716309683977094,0.710212835645437,4867.53981594033,390.5071122243,903.115910167951,23.3532418,0.582032720805643
MOPSO-055,0.20864266345863,0.59664002419982,0.734067641566763,4899.25179242804,431.938915042158,752.237629269688,23.3532418,0.582032720805643
MOPSO-055,0.180722413814869,0.674314796887933,0.750156628607445,4953.51397427913,390.680567107356,850.169186810319,23.3532418,0.582032720805643
MOPSO-055,0.193197453611177,0.63058554892613,0.708306461659002,4866.60681799992,422.915098568901,795.035799034918,23.3532418,0.582032720805643
MOPSO-055,0.151886898130477,0.751913750117108,0.71958032852501,4856.13553810067,381.856740000338,948.005151953975,23.3532418,0.582032720805643
MOPSO-055,0.157177924150269,0.719979471492544,0.733635089038598,4871.22312589421,384.088134989546,907.74274066637,23.3532418,0.582032720805643
MOPSO-055,0.163191104175528,0.698067136600478,0.740386892447178,4896.757016114,384.777034423765,880.115893350725,23.3532418,0.582032720805643
MOPSO-055,0.154297851172648,0.738475201213416,0.728336669986094,4864.2675536737,382.59667375889,931.061967189098,23.3532418,0.582032720805643
