Row,Data_MOPSO,Data_MOEAD,Data_FSGS,Data_ESGS_Forward,Data_MEOS,Data_EOS,Data_TCHS
0~0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2~0.4,0.553051106366559,0.552999798361245,0.573469493182323,0.563326625150553,0.541996308006623,NaN,0.541996308006623
0.4~0.6,0.468908653813832,0.464049270924565,0.459597298218822,0.426141913959101,0.420099142266025,0.384858368136942,0.420099142266025
0.6~0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8~1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
total,0.51602842724336,0.533430682325176,0.523650407885791,0.472784715764195,0.470447971593663,0.384858368136942,0.470447971593663
